# nkptgw: 16  neig: 180
# E(DFT) E(GW)
-2.737 -5.001
-2.440 -4.634
-2.413 -4.579
-2.154 -4.413
-2.136 -4.380
-2.111 -3.871
-2.089 -3.902
-2.051 -3.867
-2.025 -3.867
-1.954 -3.883
-1.932 -3.811
-1.624 -3.892
-1.605 -3.856
-1.439 -3.275
-1.402 -3.232
-1.381 -3.212
-1.371 -3.241
-1.116 -2.908
-1.113 -2.931
-3.877 -6.108
-3.763 -5.684
-3.722 -5.599
-3.545 -5.792
-3.515 -5.735
-3.417 -5.224
-3.338 -5.594
-3.249 -5.217
-3.241 -5.053
-3.225 -5.233
-3.170 -5.107
-3.028 -9.076
-2.984 -5.257
-2.894 -4.754
-2.804 -4.864
-2.789 -8.382
-2.730 -4.595
-2.722 -4.614
-2.687 -4.562
-2.464 -4.294
-2.374 -4.211
-2.353 -4.151
-2.296 -4.267
-2.277 -4.451
-2.158 -4.338
-2.116 -3.927
-1.976 -3.810
-1.944 -3.789
-1.842 -3.612
-1.697 -3.506
-1.477 -3.338
-1.410 -3.638
-1.339 -3.138
-1.319 -3.148
-1.248 -3.085
-1.182 -3.108
-3.852 -5.630
-3.817 -5.613
-3.478 -5.327
-3.471 -5.315
-3.178 -5.423
-3.175 -5.405
-3.165 -5.425
-3.149 -5.484
-3.062 -5.324
-3.057 -5.320
-3.038 -8.224
-3.025 -5.511
-3.012 -5.912
-2.950 -4.859
-2.892 -4.836
-2.789 -8.424
-2.698 -4.671
-2.690 -4.639
-2.682 -4.661
-2.653 -4.598
-2.446 -4.207
-2.438 -4.189
-2.431 -4.179
-2.388 -4.160
-2.367 -4.222
-2.350 -4.150
-2.322 -4.239
-2.308 -4.090
-2.067 -3.995
-2.059 -3.993
-1.887 -3.697
-1.869 -3.693
-1.844 -3.633
-1.831 -3.621
-1.765 -3.556
-1.726 -3.492
-3.764 -5.553
-3.734 -5.600
-3.703 -5.942
-3.679 -5.921
-3.669 -5.886
-3.642 -5.865
-3.436 -5.339
-3.430 -5.386
-3.417 -5.187
-3.393 -5.239
-3.361 -5.136
-3.346 -5.394
-3.064 -7.195
-3.053 -4.957
-2.978 -6.682
-2.789 -8.426
-2.722 -4.583
-2.699 -4.559
-2.687 -4.531
-2.667 -4.506
-2.210 -4.436
-2.209 -4.433
-2.161 -4.096
-2.136 -4.067
-1.805 -3.656
-1.792 -3.618
-1.783 -3.612
-1.764 -3.592
-1.671 -3.460
-1.663 -3.436
-1.655 -3.447
-1.635 -3.527
-1.629 -3.536
-1.594 -3.446
-1.518 -3.683
-1.515 -3.682
-3.828 -5.763
-3.810 -5.749
-3.503 -5.287
-3.493 -5.272
-3.485 -5.243
-3.453 -5.292
-3.316 -5.206
-3.303 -5.184
-3.296 -5.197
-3.251 -5.226
-3.170 -5.124
-3.164 -5.141
-3.157 -5.108
-3.109 -5.855
-3.000 -8.386
-2.917 -4.751
-2.904 -4.739
-2.893 -4.739
-2.826 -4.656
-2.790 -8.425
-1.977 -4.273
-1.969 -4.256
-1.929 -4.186
-1.894 -4.118
-1.594 -3.440
-1.578 -3.428
-1.569 -3.419
-1.543 -3.508
-1.533 -3.512
-1.527 -3.528
-1.521 -3.482
-1.488 -3.364
-1.089 -3.125
-1.079 -4.322
-1.064 -3.258
-1.054 -3.143
-3.764 -5.553
-3.734 -5.600
-3.703 -5.942
-3.679 -5.921
-3.669 -5.886
-3.642 -5.865
-3.436 -5.339
-3.430 -5.386
-3.417 -5.188
-3.393 -5.239
-3.361 -5.136
-3.346 -5.394
-3.064 -7.195
-3.053 -4.957
-2.978 -6.682
-2.789 -8.426
-2.722 -4.582
-2.699 -4.559
-2.687 -4.531
-2.667 -4.506
-2.210 -4.436
-2.209 -4.433
-2.161 -4.096
-2.136 -4.067
-1.805 -3.656
-1.792 -3.618
-1.783 -3.612
-1.764 -3.592
-1.671 -3.460
-1.663 -3.435
-1.655 -3.447
-1.635 -3.527
-1.629 -3.535
-1.594 -3.446
-1.518 -3.683
-1.515 -3.682
-3.867 -5.604
-3.830 -5.738
-3.792 -6.005
-3.755 -5.991
-3.521 -5.436
-3.508 -5.344
-3.490 -5.422
-3.321 -5.272
-3.306 -5.224
-3.278 -5.111
-3.230 -5.075
-3.117 -5.126
-3.067 -5.359
-3.026 -9.177
-2.825 -4.565
-2.789 -8.424
-2.772 -4.693
-2.636 -4.394
-2.611 -4.427
-2.588 -4.437
-2.540 -4.329
-2.438 -4.216
-2.232 -4.521
-2.202 -4.495
-2.169 -4.094
-2.108 -3.867
-2.076 -3.849
-2.008 -3.796
-1.911 -3.731
-1.876 -3.726
-1.676 -3.930
-1.663 -3.899
-1.565 -3.450
-1.540 -3.431
-1.499 -3.466
-1.423 -3.228
-3.877 -6.108
-3.763 -5.684
-3.722 -5.599
-3.545 -5.792
-3.515 -5.735
-3.417 -5.224
-3.338 -5.595
-3.249 -5.217
-3.241 -5.053
-3.225 -5.233
-3.170 -5.108
-3.028 -9.076
-2.984 -5.257
-2.894 -4.754
-2.804 -4.864
-2.789 -8.382
-2.730 -4.595
-2.722 -4.614
-2.687 -4.562
-2.464 -4.294
-2.374 -4.211
-2.353 -4.151
-2.296 -4.267
-2.277 -4.451
-2.158 -4.338
-2.116 -3.927
-1.976 -3.810
-1.944 -3.789
-1.842 -3.612
-1.697 -3.505
-1.477 -3.338
-1.410 -3.638
-1.339 -3.138
-1.319 -3.148
-1.248 -3.086
-1.182 -3.108
-3.724 -5.566
-3.691 -5.485
-3.689 -5.502
-3.657 -5.478
-3.366 -5.325
-3.330 -5.289
-3.164 -5.036
-3.155 -5.304
-3.078 -6.029
-3.070 -5.501
-2.992 -7.234
-2.926 -4.816
-2.895 -4.849
-2.841 -4.805
-2.798 -4.844
-2.790 -8.406
-2.745 -5.012
-2.737 -5.001
-2.440 -4.634
-2.413 -4.579
-2.154 -4.413
-2.136 -4.379
-2.111 -3.871
-2.089 -3.902
-2.051 -3.867
-2.025 -3.867
-1.954 -3.883
-1.932 -3.811
-1.624 -3.892
-1.605 -3.856
-1.439 -3.275
-1.402 -3.232
-1.381 -3.212
-1.371 -3.241
-1.116 -2.908
-1.113 -2.931
-3.877 -6.110
-3.763 -5.685
-3.720 -5.595
-3.542 -5.794
-3.516 -5.737
-3.419 -5.227
-3.339 -5.590
-3.254 -5.155
-3.240 -5.122
-3.224 -5.236
-3.163 -5.149
-3.026 -8.962
-2.983 -5.304
-2.895 -4.758
-2.799 -4.881
-2.789 -8.350
-2.733 -4.603
-2.718 -4.628
-2.695 -4.538
-2.470 -4.303
-2.368 -4.210
-2.356 -4.150
-2.299 -4.166
-2.279 -4.539
-2.170 -4.342
-2.116 -3.936
-1.970 -3.799
-1.947 -3.798
-1.845 -3.615
-1.693 -3.504
-1.475 -3.328
-1.407 -3.650
-1.338 -3.136
-1.316 -3.142
-1.246 -3.083
-1.196 -3.152
-1.082 -3.444
-1.062 -3.269
-1.029 -6.640
-0.850 -2.638
-0.835 -2.648
-0.813 -2.631
-0.699 -2.553
-0.682 -2.571
-0.674 -2.574
-0.652 -2.487
-0.645 -2.525
-0.279 -1.822
-0.268 -1.892
-0.224 -1.882
-0.214 -1.792
-0.139 -2.253
-0.108 -2.215
-0.102 -2.091
-0.091 -2.143
-0.022 -1.807
-0.010 -1.819
0.052 -1.463
0.087 -1.444
0.337 -1.274
0.359 -1.282
0.438 -1.419
0.464 -1.268
0.550 -1.021
0.585 -1.061
0.854 -0.713
0.892 -0.697
0.900 -0.703
0.920 -0.666
1.104 -0.583
1.137 -0.580
1.235 -0.501
-1.198 -2.808
-1.043 -4.834
-1.028 -3.083
-1.003 -4.459
-0.989 -2.816
-0.961 -3.026
-0.572 -2.401
-0.547 -2.381
-0.545 -2.453
-0.528 -2.367
-0.491 -2.086
-0.370 -2.498
-0.193 -1.712
-0.145 -1.655
-0.060 -1.785
-0.052 -1.761
0.007 -1.788
0.025 -1.767
0.048 -1.682
0.065 -1.678
0.163 -1.803
0.173 -1.761
0.260 -1.486
0.274 -1.380
0.312 -1.412
0.362 -1.326
0.376 -1.333
0.512 -1.334
0.523 -1.310
0.622 -1.021
0.671 -1.395
0.682 -1.334
0.728 -1.060
0.944 -0.679
0.960 -0.687
1.002 -0.785
-1.072 -3.303
-1.069 -3.173
-1.061 -3.290
-1.055 -3.681
-1.035 -3.834
-1.026 -3.887
-0.975 -3.626
-0.951 -2.509
-0.911 -2.669
-0.801 -2.496
-0.771 -2.500
-0.265 -1.989
-0.223 -1.795
-0.218 -1.869
-0.210 -1.773
-0.050 -1.730
-0.034 -1.751
-0.018 -1.852
-0.008 -1.808
0.026 -1.524
0.043 -1.512
0.061 -1.456
0.121 -1.407
0.296 -1.420
0.308 -1.335
0.324 -1.347
0.350 -1.271
0.369 -1.315
0.377 -1.245
0.489 -1.143
0.498 -1.130
0.505 -1.117
0.571 -1.071
0.886 -0.936
0.894 -0.911
0.916 -0.875
-1.198 -2.808
-1.043 -4.834
-1.028 -3.083
-1.003 -4.459
-0.989 -2.816
-0.961 -3.026
-0.572 -2.401
-0.547 -2.381
-0.545 -2.453
-0.528 -2.367
-0.491 -2.086
-0.370 -2.498
-0.193 -1.712
-0.145 -1.655
-0.060 -1.785
-0.052 -1.761
0.007 -1.788
0.025 -1.767
0.048 -1.682
0.065 -1.678
0.163 -1.804
0.173 -1.761
0.260 -1.486
0.274 -1.380
0.312 -1.412
0.362 -1.326
0.376 -1.333
0.512 -1.334
0.523 -1.310
0.622 -1.021
0.671 -1.395
0.682 -1.334
0.728 -1.059
0.944 -0.679
0.960 -0.688
1.002 -0.785
-1.224 -2.812
-1.181 -2.933
-1.133 -2.926
-1.047 -5.965
-0.995 -2.784
-0.963 -2.768
-0.939 -3.483
-0.777 -2.553
-0.700 -2.331
-0.656 -2.394
-0.596 -2.486
-0.495 -2.217
-0.462 -2.170
-0.362 -2.363
-0.354 -2.167
-0.182 -1.885
-0.049 -2.197
0.069 -1.961
0.114 -1.399
0.144 -1.389
0.234 -1.564
0.296 -1.236
0.332 -1.411
0.366 -1.399
0.450 -1.519
0.541 -1.018
0.559 -1.016
0.595 -1.034
0.652 -0.958
0.795 -0.848
0.874 -0.814
0.917 -0.799
0.960 -0.670
0.985 -0.572
1.014 -0.743
1.156 -0.688
-1.148 -2.934
-1.134 -2.850
-1.033 -6.380
-0.969 -2.890
-0.943 -2.839
-0.895 -2.913
-0.778 -2.896
-0.762 -2.629
-0.725 -2.537
-0.671 -2.426
-0.601 -2.174
-0.527 -2.564
-0.435 -1.941
-0.307 -2.420
-0.266 -2.089
-0.212 -1.920
-0.182 -1.825
-0.015 -1.657
0.017 -1.712
0.072 -1.480
0.140 -1.990
0.214 -1.828
0.243 -1.490
0.288 -1.457
0.319 -1.274
0.356 -1.242
0.444 -1.297
0.512 -1.175
0.689 -0.911
0.780 -1.002
0.825 -1.145
0.871 -0.842
1.100 -0.643
1.125 -0.584
1.177 -0.521
1.195 -0.433
-1.032 -6.756
-0.887 -2.439
-0.859 -2.462
-0.745 -2.520
-0.737 -2.523
-0.726 -2.529
-0.700 -2.517
-0.617 -2.389
-0.613 -2.349
-0.570 -2.620
-0.557 -2.579
-0.448 -2.070
-0.430 -2.047
-0.363 -1.872
-0.325 -1.884
-0.243 -1.896
-0.227 -1.999
-0.212 -1.950
-0.184 -2.054
-0.091 -1.947
-0.052 -1.912
0.010 -1.920
0.026 -1.859
0.044 -1.898
0.071 -1.769
0.364 -1.373
0.401 -1.363
0.506 -1.526
0.531 -1.466
0.555 -1.205
0.572 -1.155
0.806 -0.901
0.835 -0.762
0.848 -0.711
0.855 -0.875
0.879 -0.669
-1.148 -2.896
-1.128 -2.926
-1.034 -6.281
-0.969 -3.013
-0.944 -2.903
-0.903 -2.817
-0.784 -2.906
-0.758 -2.611
-0.729 -2.539
-0.681 -2.499
-0.601 -2.171
-0.535 -2.571
-0.432 -1.941
-0.307 -2.430
-0.267 -2.073
-0.212 -1.897
-0.180 -1.856
-0.014 -1.631
0.027 -1.729
0.072 -1.472
0.146 -1.990
0.215 -1.851
0.240 -1.470
0.285 -1.470
0.328 -1.249
0.346 -1.271
0.445 -1.278
0.513 -1.168
0.688 -0.923
0.780 -0.998
0.825 -1.160
0.877 -0.818
1.103 -0.639
1.122 -0.598
1.159 -0.511
1.197 -0.505
-1.715 -3.488
-1.674 -3.337
-1.059 -4.696
-1.025 -2.786
-0.987 -4.416
-0.872 -2.663
-0.832 -2.716
-0.615 -2.326
-0.589 -2.316
-0.513 -2.230
-0.495 -2.281
-0.454 -2.250
-0.445 -2.209
-0.439 -2.319
-0.397 -2.248
-0.245 -1.902
-0.240 -1.947
-0.226 -1.903
-0.195 -1.891
-0.019 -1.742
0.006 -1.658
0.283 -1.237
0.302 -1.195
0.311 -1.176
0.358 -1.161
0.454 -1.274
0.477 -1.266
0.681 -1.086
0.715 -1.021
1.194 -0.877
1.212 -0.843
1.487 0.088
1.525 -0.133
1.529 -0.194
1.538 -0.108
1.554 -0.197
-1.202 -3.022
-1.184 -3.014
-1.085 -2.924
-1.064 -4.099
-1.056 -3.000
-1.037 -3.479
-1.015 -4.249
-0.939 -2.581
-0.920 -2.764
-0.792 -2.490
-0.756 -2.595
-0.695 -2.518
-0.657 -2.428
-0.253 -1.755
-0.238 -1.779
-0.139 -2.278
-0.119 -2.243
-0.101 -2.182
-0.071 -2.158
0.308 -1.438
0.320 -1.433
0.439 -1.336
0.457 -1.382
0.482 -1.142
0.502 -1.141
0.514 -1.110
0.547 -1.071
0.578 -0.974
0.603 -1.076
0.853 -0.756
0.867 -0.788
0.884 -0.808
0.896 -0.775
0.898 -0.853
0.923 -0.796
0.932 -0.814
-1.006 -4.955
-0.961 -2.760
-0.938 -2.748
-0.926 -2.793
-0.916 -2.814
-0.900 -2.787
-0.882 -2.710
-0.880 -2.678
-0.833 -2.847
-0.699 -2.265
-0.686 -2.243
-0.663 -2.183
-0.636 -2.206
-0.552 -2.190
-0.538 -2.184
-0.525 -2.136
-0.472 -2.170
-0.188 -1.896
-0.154 -1.891
-0.134 -1.824
-0.126 -1.824
-0.007 -2.075
0.009 -2.061
0.013 -2.020
0.042 -2.056
0.537 -1.189
0.544 -1.197
0.558 -1.169
0.620 -1.188
0.635 -1.219
0.649 -1.211
0.661 -1.182
0.704 -1.103
1.220 -0.405
1.236 -0.388
1.269 -0.382
-1.202 -3.022
-1.184 -3.014
-1.085 -2.924
-1.064 -4.099
-1.056 -3.000
-1.037 -3.479
-1.015 -4.249
-0.939 -2.581
-0.920 -2.764
-0.792 -2.490
-0.756 -2.595
-0.695 -2.518
-0.657 -2.428
-0.253 -1.755
-0.238 -1.779
-0.139 -2.279
-0.119 -2.243
-0.101 -2.182
-0.071 -2.158
0.308 -1.438
0.320 -1.433
0.439 -1.336
0.457 -1.382
0.482 -1.142
0.502 -1.141
0.514 -1.110
0.547 -1.071
0.578 -0.974
0.603 -1.076
0.853 -0.756
0.867 -0.788
0.884 -0.808
0.896 -0.775
0.898 -0.853
0.923 -0.796
0.932 -0.814
-1.224 -2.812
-1.181 -2.933
-1.133 -2.926
-1.047 -5.965
-0.995 -2.784
-0.963 -2.768
-0.939 -3.483
-0.777 -2.553
-0.700 -2.331
-0.656 -2.394
-0.596 -2.486
-0.495 -2.217
-0.462 -2.170
-0.362 -2.363
-0.354 -2.167
-0.182 -1.885
-0.049 -2.197
0.069 -1.960
0.114 -1.399
0.144 -1.389
0.234 -1.564
0.296 -1.236
0.332 -1.411
0.366 -1.399
0.450 -1.519
0.541 -1.018
0.559 -1.016
0.595 -1.034
0.652 -0.959
0.795 -0.848
0.874 -0.814
0.917 -0.799
0.960 -0.670
0.985 -0.572
1.014 -0.743
1.156 -0.688
-1.148 -2.896
-1.128 -2.926
-1.034 -6.281
-0.969 -3.013
-0.944 -2.903
-0.903 -2.817
-0.784 -2.906
-0.758 -2.611
-0.729 -2.539
-0.681 -2.499
-0.601 -2.171
-0.535 -2.571
-0.432 -1.941
-0.307 -2.429
-0.267 -2.073
-0.212 -1.897
-0.180 -1.856
-0.014 -1.631
0.027 -1.728
0.072 -1.472
0.146 -1.990
0.215 -1.851
0.240 -1.470
0.285 -1.470
0.328 -1.249
0.346 -1.271
0.445 -1.279
0.513 -1.168
0.688 -0.923
0.780 -0.998
0.825 -1.159
0.877 -0.818
1.103 -0.638
1.122 -0.598
1.159 -0.511
1.197 -0.505
-1.032 -6.756
-0.887 -2.439
-0.859 -2.462
-0.745 -2.519
-0.737 -2.523
-0.726 -2.529
-0.700 -2.517
-0.617 -2.389
-0.613 -2.349
-0.570 -2.620
-0.557 -2.579
-0.448 -2.070
-0.430 -2.047
-0.363 -1.872
-0.325 -1.884
-0.243 -1.896
-0.227 -2.000
-0.212 -1.950
-0.184 -2.054
-0.091 -1.947
-0.052 -1.912
0.010 -1.920
0.026 -1.859
0.044 -1.898
0.071 -1.769
0.364 -1.373
0.401 -1.363
0.506 -1.526
0.531 -1.466
0.555 -1.205
0.572 -1.155
0.806 -0.901
0.835 -0.762
0.848 -0.711
0.855 -0.875
0.879 -0.669
-1.148 -2.934
-1.134 -2.850
-1.033 -6.380
-0.969 -2.890
-0.943 -2.839
-0.895 -2.913
-0.778 -2.896
-0.762 -2.629
-0.725 -2.537
-0.671 -2.426
-0.601 -2.174
-0.527 -2.564
-0.435 -1.942
-0.307 -2.420
-0.266 -2.089
-0.212 -1.920
-0.182 -1.825
-0.015 -1.657
0.017 -1.712
0.072 -1.480
0.140 -1.990
0.214 -1.828
0.243 -1.490
0.288 -1.457
0.319 -1.274
0.356 -1.242
0.444 -1.297
0.512 -1.175
0.689 -0.911
0.780 -1.002
0.825 -1.145
0.871 -0.842
1.100 -0.643
1.125 -0.584
1.177 -0.521
1.195 -0.433
1.251 -0.414
1.280 0.108
1.320 -0.295
1.333 -0.254
1.339 -0.264
1.359 -0.229
1.428 -0.128
1.442 -0.097
1.465 -0.029
1.684 -0.244
1.705 -0.204
1.738 0.102
1.748 0.094
1.760 0.131
1.775 0.123
1.791 0.139
2.223 -0.260
2.231 1.066
2.309 1.048
2.314 0.762
2.343 0.785
2.358 0.695
2.372 0.756
2.478 1.827
2.519 1.038
2.551 1.090
2.712 1.185
2.724 1.273
2.727 0.949
2.731 1.202
2.738 1.128
2.748 0.852
2.777 0.980
2.823 1.585
2.828 1.235
2.843 1.499
1.043 -0.684
1.153 -0.414
1.185 -0.419
1.212 -0.391
1.346 -0.180
1.372 -0.203
1.383 -0.156
1.401 -0.047
1.430 -0.044
1.509 -0.190
1.530 -0.195
1.800 0.218
1.809 0.141
1.838 0.290
1.857 0.399
1.958 0.239
1.986 0.282
2.049 0.983
2.138 0.475
2.203 0.139
2.240 0.589
2.252 0.740
2.270 0.633
2.310 0.932
2.355 0.746
2.367 0.762
2.394 0.752
2.467 0.870
2.569 1.894
2.775 1.616
2.912 1.618
2.947 1.425
2.958 1.390
2.977 1.459
2.991 1.434
3.008 1.493
0.946 -0.852
1.101 -0.615
1.122 -0.613
1.143 -0.535
1.178 -0.491
1.628 0.603
1.648 0.459
1.684 -0.153
1.698 -0.090
1.706 -0.149
1.722 -0.101
1.729 0.034
1.740 0.090
1.752 0.073
1.779 0.109
1.910 0.408
1.935 0.414
2.047 0.060
2.058 0.120
2.062 0.093
2.077 0.138
2.214 -0.333
2.384 0.682
2.428 0.720
2.661 1.116
2.701 1.049
2.722 1.093
2.745 1.253
2.753 1.136
2.768 1.702
2.776 1.873
2.823 1.741
2.851 1.600
2.902 1.900
2.911 1.546
2.928 1.521
1.043 -0.684
1.153 -0.414
1.185 -0.419
1.212 -0.391
1.346 -0.180
1.372 -0.203
1.383 -0.156
1.401 -0.047
1.430 -0.044
1.509 -0.190
1.530 -0.195
1.800 0.218
1.809 0.141
1.838 0.290
1.857 0.399
1.958 0.239
1.986 0.283
2.049 0.983
2.138 0.475
2.203 0.139
2.240 0.589
2.252 0.740
2.270 0.633
2.310 0.932
2.355 0.746
2.367 0.762
2.394 0.752
2.467 0.870
2.569 1.894
2.775 1.616
2.912 1.618
2.947 1.426
2.958 1.390
2.977 1.460
2.991 1.434
3.008 1.493
1.336 0.040
1.360 -0.247
1.388 0.035
1.502 -0.033
1.634 -0.337
1.643 -0.299
1.731 -0.096
1.742 -0.027
1.752 -0.086
1.786 0.217
1.797 0.192
1.820 0.282
1.899 0.761
2.044 0.627
2.102 0.641
2.222 -0.314
2.285 0.339
2.304 0.388
2.333 0.594
2.400 0.745
2.440 0.676
2.474 0.865
2.506 1.784
2.614 0.985
2.640 1.036
2.666 0.990
2.674 1.017
2.696 1.107
2.733 1.108
2.762 1.245
2.776 1.145
2.794 1.229
2.803 1.247
2.814 1.258
2.840 1.146
2.866 1.379
1.210 -0.722
1.233 -0.476
1.279 -0.211
1.305 -0.352
1.327 -0.573
1.348 -0.213
1.424 -0.317
1.455 0.091
1.502 -0.004
1.686 -0.016
1.722 0.104
1.746 0.178
1.824 0.130
1.938 0.679
1.972 0.608
2.030 0.364
2.057 0.515
2.086 0.454
2.110 0.770
2.123 0.621
2.173 0.540
2.200 0.531
2.226 0.207
2.243 0.335
2.373 0.721
2.496 0.782
2.540 1.006
2.592 1.779
2.619 0.999
2.748 1.279
2.768 1.081
2.803 1.422
2.854 1.208
2.875 1.003
2.913 1.636
2.977 1.700
0.920 -0.690
1.030 -1.014
1.065 -0.959
1.316 -0.380
1.340 -0.362
1.559 -0.055
1.586 0.000
1.669 0.333
1.691 0.489
1.707 0.334
1.751 0.418
1.852 0.227
1.891 0.256
1.920 0.285
1.943 0.345
1.958 0.404
1.980 0.472
2.125 0.672
2.136 0.667
2.149 0.707
2.198 0.914
2.237 0.021
2.263 0.549
2.299 0.594
2.370 0.819
2.377 0.845
2.433 0.743
2.476 0.781
2.515 0.899
2.537 0.968
2.579 0.989
2.614 0.985
2.640 1.184
2.662 1.192
2.746 1.623
2.904 2.255
1.218 -0.627
1.228 -0.499
1.284 -0.202
1.306 -0.327
1.321 -0.551
1.355 -0.271
1.420 -0.252
1.462 -0.021
1.499 0.034
1.685 -0.018
1.708 0.044
1.755 0.223
1.823 0.133
1.942 0.671
1.974 0.654
2.031 0.354
2.063 0.537
2.079 0.492
2.107 0.623
2.125 0.661
2.174 0.557
2.199 0.484
2.231 0.402
2.239 0.230
2.369 0.712
2.493 0.775
2.539 1.017
2.590 1.745
2.622 0.991
2.744 1.254
2.770 1.129
2.809 1.399
2.859 1.178
2.881 1.050
2.916 1.614
2.976 1.733
1.558 -0.125
1.571 0.166
1.598 0.228
1.667 0.012
1.675 -0.070
1.684 0.010
1.710 0.038
1.826 0.013
1.843 0.024
1.899 -0.055
1.909 -0.043
1.940 0.031
1.967 0.184
1.984 0.249
1.997 0.276
2.128 0.390
2.153 0.389
2.201 0.595
2.218 -0.059
2.224 0.467
2.399 0.694
2.414 0.700
2.506 1.144
2.520 1.143
2.536 1.241
2.546 1.077
2.560 1.140
2.571 1.093
2.603 1.181
2.788 1.383
2.885 1.394
2.896 1.410
2.933 1.405
2.940 1.731
2.968 1.287
2.975 1.594
0.944 -0.782
1.223 -0.520
1.244 -0.485
1.310 -0.307
1.333 -0.300
1.339 -0.271
1.380 -0.208
1.629 0.590
1.667 0.680
1.893 0.398
1.931 0.477
2.034 0.010
2.055 0.081
2.065 0.101
2.080 0.133
2.204 -0.006
2.271 0.967
2.302 1.027
2.319 0.681
2.328 0.715
2.345 0.733
2.381 0.739
2.416 0.727
2.423 0.731
2.517 1.025
2.533 1.075
2.623 1.775
2.735 0.850
2.751 0.847
2.756 0.872
2.774 0.885
2.825 1.159
2.847 1.276
2.868 1.290
2.893 1.376
2.933 1.440
1.276 -0.395
1.359 -0.308
1.384 -0.221
1.402 -0.123
1.407 -0.165
1.525 -0.022
1.530 -0.046
1.541 0.011
1.563 0.044
1.601 0.087
1.623 0.035
1.636 -0.013
1.640 0.091
1.820 0.043
1.833 0.275
1.837 0.101
1.851 0.185
1.864 0.733
1.904 0.857
1.917 0.877
2.010 0.794
2.224 -0.303
2.442 0.765
2.446 0.842
2.455 0.825
2.492 0.825
2.717 1.025
2.737 1.108
2.741 1.086
2.745 1.067
2.747 1.210
2.765 1.178
2.779 1.109
2.802 1.166
2.848 1.233
2.932 1.458
0.944 -0.782
1.223 -0.520
1.244 -0.485
1.310 -0.307
1.333 -0.300
1.339 -0.271
1.380 -0.208
1.629 0.590
1.667 0.680
1.893 0.398
1.931 0.477
2.034 0.010
2.055 0.081
2.065 0.101
2.080 0.133
2.204 -0.006
2.271 0.967
2.302 1.027
2.319 0.680
2.328 0.715
2.345 0.733
2.381 0.738
2.416 0.727
2.423 0.731
2.517 1.025
2.533 1.075
2.623 1.775
2.735 0.850
2.751 0.847
2.756 0.872
2.774 0.885
2.825 1.159
2.847 1.276
2.868 1.290
2.893 1.376
2.933 1.440
1.336 0.040
1.360 -0.247
1.388 0.035
1.502 -0.033
1.634 -0.337
1.643 -0.299
1.731 -0.096
1.742 -0.027
1.752 -0.086
1.786 0.217
1.797 0.192
1.820 0.281
1.899 0.761
2.044 0.627
2.102 0.641
2.222 -0.314
2.285 0.339
2.304 0.388
2.333 0.593
2.400 0.745
2.440 0.676
2.474 0.865
2.506 1.784
2.614 0.985
2.640 1.036
2.666 0.990
2.674 1.017
2.696 1.107
2.733 1.108
2.762 1.245
2.776 1.145
2.794 1.229
2.803 1.247
2.814 1.258
2.840 1.146
2.866 1.379
1.218 -0.626
1.228 -0.499
1.284 -0.202
1.306 -0.327
1.321 -0.551
1.355 -0.271
1.420 -0.252
1.462 -0.021
1.499 0.034
1.685 -0.018
1.708 0.044
1.755 0.223
1.823 0.133
1.942 0.671
1.974 0.654
2.031 0.354
2.063 0.537
2.079 0.492
2.107 0.623
2.125 0.661
2.174 0.557
2.199 0.484
2.231 0.402
2.239 0.230
2.369 0.712
2.493 0.775
2.539 1.016
2.590 1.745
2.622 0.991
2.744 1.254
2.770 1.129
2.809 1.399
2.859 1.178
2.881 1.050
2.916 1.614
2.976 1.733
0.920 -0.690
1.030 -1.014
1.065 -0.959
1.316 -0.380
1.340 -0.362
1.559 -0.055
1.586 0.000
1.669 0.333
1.691 0.489
1.707 0.334
1.751 0.418
1.852 0.227
1.891 0.256
1.920 0.285
1.943 0.346
1.958 0.404
1.980 0.472
2.125 0.672
2.136 0.667
2.149 0.707
2.198 0.914
2.237 0.021
2.263 0.549
2.299 0.594
2.370 0.819
2.377 0.845
2.433 0.743
2.476 0.781
2.515 0.899
2.537 0.968
2.579 0.989
2.614 0.985
2.640 1.184
2.662 1.192
2.746 1.623
2.904 2.255
1.210 -0.722
1.233 -0.476
1.279 -0.211
1.305 -0.352
1.327 -0.573
1.348 -0.213
1.424 -0.317
1.455 0.091
1.502 -0.003
1.686 -0.016
1.722 0.104
1.746 0.178
1.824 0.130
1.938 0.679
1.972 0.608
2.030 0.364
2.057 0.515
2.086 0.454
2.110 0.770
2.123 0.621
2.173 0.540
2.200 0.531
2.226 0.207
2.243 0.335
2.373 0.721
2.496 0.782
2.540 1.006
2.592 1.779
2.619 0.999
2.748 1.279
2.768 1.081
2.803 1.422
2.854 1.208
2.875 1.003
2.913 1.636
2.977 1.700
